dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,13.161325,12.241565,13.300000,4.000000,0.000000,0.000000,0.177524
0.050000,13.358324,12.276076,13.500000,4.000000,0.000000,0.000000,0.169268
0.050000,13.555607,12.308928,13.700000,4.000000,0.000000,0.000000,0.160689
0.050000,13.753170,12.340054,13.900000,4.000000,0.000000,0.000000,0.151790
0.050000,13.948115,12.368974,14.097079,3.883178,-2.336447,-46.728939,0.142710
0.050000,14.136753,12.395211,14.287535,3.735030,-2.962963,-12.530321,0.133646
0.050000,14.318275,12.418791,14.470582,3.586881,-2.962963,0.000000,0.124668
0.050000,14.492647,12.439863,14.646223,3.438733,-2.962963,-0.000000,0.115813
0.050000,14.659835,12.458579,14.814456,3.290585,-2.962963,0.000000,0.107113
0.050000,14.819810,12.475094,14.975281,3.142437,-2.962963,0.000000,0.098599
0.050000,14.972543,12.489565,15.128699,2.994289,-2.962963,-0.000000,0.090302
0.050000,15.118010,12.502148,15.274710,2.846141,-2.962963,0.000000,0.082248
0.050000,15.256188,12.512999,15.413313,2.697992,-2.962963,-0.000000,0.074465
0.050000,15.387055,12.522271,15.544509,2.549844,-2.962963,0.000000,0.066975
0.050000,15.510595,12.530113,15.668298,2.401696,-2.962963,-0.000000,0.059801
0.050000,15.626791,12.536672,15.784679,2.253548,-2.962963,0.000000,0.052963
0.050000,15.735630,12.542089,15.893653,2.105400,-2.962963,-0.000000,0.046482
0.050000,15.837100,12.546499,15.995219,1.957252,-2.962963,0.000000,0.040372
0.050000,15.931193,12.550031,16.089378,1.809104,-2.962963,-0.000000,0.034651
0.050000,16.017899,12.552806,16.176129,1.660955,-2.962963,0.000000,0.029332
0.050000,16.097215,12.554939,16.255473,1.512807,-2.962963,0.000000,0.024427
0.050000,16.169133,12.556535,16.327410,1.364659,-2.962963,-0.000000,0.019949
0.050000,16.233652,12.557692,16.391939,1.216511,-2.962963,0.000000,0.015906
